"ncm","class","sub"
"9109",Mecanismos De Relógios,"Mecanismos de relojoaria, completos e montados, exceto de pequeno volume."
"8539",Lâmpadas E Tubos Elétricos,"Lâmpadas e tubos elétricos de incandescência ou de descarga, incluindo os artigos denominados faróis e projetores, em unidades seladas e as lâmpadas e tubos de raios ultravioleta ou infravermelhos, lâmpadas de arco, fontes de luz de diodos emissores de luz (LED)."
"2506",Quartzo,"Quartzo (exceto areias naturais), quartzitos, mesmo desbastados ou simplesmente cortados, à serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular."
"1504",Gordura De Peixe,"Gorduras, óleos e respectivas frações, de peixes ou de mamíferos marinhos, mesmo refinados, mas não quimicamente modificados."
"4809",Papel-Carbono,"Papel-carbono (papel químico), papel autocopiativo e outro papel para cópia ou duplicação (incluindo o revestido ou impregnado, para estênceis ou para chapas ofsete), mesmo impresso, em rolos ou em folhas."
"1214",Produtos Forrageiros,"Rutabagas, beterrabas forrageiras, raízes forrageiras, feno, alfafa (luzerna), trevo, sanfeno, couves forrageiras, tremoço, ervilhaca e produtos forrageiros semelhantes, mesmo em pellets."
"3918",Revestimentos Para Piso,"Revestimentos para pisos (pavimentos), de plástico, mesmo autoadesivos, em rolos ou em forma de ladrilhos ou de placas (lajes), revestimentos para paredes ou para tetos, de plástico, definidos na Nota 9 do presente Capítulo."
"3816",Cimento,"Cimentos, argamassas, concretos (betões) e composições semelhantes, refratários, incluindo os aglomerados de dolomita, exceto os produtos da posição 38.01."
"1515",Outras Gorduras E Óleos Vegetais,"Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados."
"8526",Aparelhos De Radiodetecção E De Radiossondagem,"Aparelhos de radiodetecção e de radiossondagem (radar), aparelhos de radionavegação e aparelhos de radiotelecomando."
"3916",Monofilamentos,"Monofilamentos cuja maior dimensão da seção transversal seja superior a 1 mm (monofios), varas, bastões e perfis, mesmo trabalhados à superfície, mas não trabalhados de outro modo, de plástico."
"7616",Obras De Alumínio,Outras obras de alumínio.
"8540","Lâmpadas, Tubos E Válvulas, Eletrônicos","Lâmpadas, tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, lâmpadas, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão), exceto os da posição 85.39."
"7801",Chumbo,Chumbo em formas brutas.
"8310",Placas sinalizadoras,"Placas indicadoras, placas sinalizadoras, placas-endereços e placas semelhantes, números, letras e sinais diversos, de metais comuns, exceto os da posição 94.05.  "
"0409",Mel Natural,Mel natural
"3701",Chapas E Filmes Fotográficos,"Chapas e filmes planos, fotográficos, sensibilizados, não impressionados, de matérias diferentes do papel, cartão ou dos têxteis, filmes fotográficos planos, de revelação e cópia instantâneas, sensibilizados, não impressionados, mesmo em cartuchos."
"1704",Confeitaria Sem Cacau,Produtos de confeitaria sem cacau (incluindo o chocolate branco).
"2510",Fosfatos,"Fosfatos de cálcio naturais, fosfatos aluminocálcicos naturais e cré fosfatado."
"4104",Couros Curtidos Bovino,"Couros e peles curtidos ou crust, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo."
"7419",Outras Obras De Cobre,Outras obras de cobre.
"3201",Extratos Tanantes ,"Extratos tanantes de origem vegetal, taninos e seus sais, éteres, ésteres e outros derivados."
"2835",Fosfinatos  E Outros,"Fosfinatos (hipofosfitos), fosfonatos (fosfitos) e fosfatos, polifosfatos de constituição química definida ou não."
"8487",Máquinas Não Elétricas,"Partes de máquinas ou de aparelhos, não especificadas nem compreendidas noutras posições do presente Capítulo, que não contenham conexões elétricas, partes isoladas eletricamente, bobinas, contatos nem quaisquer outros elementos com características elétricas."
"5805",Tapeçaria A Mao,"Tapeçarias tecidas à mão (gênero gobelino, flandres, aubusson, beauvais e semelhantes) e tapeçarias feitas à agulha (por exemplo, em petit point, ponto de cruz), mesmo confeccionadas."
"7303",Tubos e perfis ocos,"Obras de ferro fundido, ferro ou aço - Tubos e perfis ocos, de ferro fundido."
"8475",Máquinas Para Tratar Vidro,"Máquinas para montagem de lâmpadas, tubos ou válvulas, elétricos ou eletrônicos, ou de lâmpadas de luz relâmpago (flash), que tenham invólucro de vidro, máquinas para fabricação ou trabalho a quente do vidro ou das suas obras."
"3206",Outras Matérias Corantes,"Outras matérias corantes, preparações indicadas na Nota 3 do presente Capítulo, exceto das posições 32.03, 32.04 ou 32.05, produtos inorgânicos do tipo utilizado como luminóforos, mesmo de constituição química definida."
"8905",Embarcações Em Que A Navegação,"Barcos-faróis, barcos-bombas, dragas, guindastes flutuantes e outras embarcações em que a navegação é acessória da função principal, docas flutuantes, plataformas de perfuração ou de exploração, flutuantes ou submersíveis."
"3006", Artigos Farmacêuticos,Preparações e artigos farmacêuticos indicados na Nota 4 deste Capítulo.
"4007",Fios De Borracha,"Fios e cordas, de borracha vulcanizada."
"6402",Outro Calçado,Outro calçado com sola exterior e parte superior de borracha ou plástico.
"2827",Cloretos E Outros,"Cloretos, oxicloretos e hidroxicloretos, brometos e oxibrometos, iodetos e oxiodetos."
"0701",Batata,"Batatas, frescas ou refrigeradas."
"9306",Bomba,"Bombas, granadas, torpedos, minas, mísseis, cartuchos e outras munições e projéteis, e suas partes, incluindo os zagalotes, chumbos de caça e buchas para cartuchos."
"0810",Outra Fruta Fresca,Outra fruta fresca.
"2524",Amianto,Amianto.
"1003",Cevada,Cevada.
"1703",Melaços,Melaços resultantes da extração ou refinação do açúcar.
"6110",Suéteres,"Suéteres (Camisolas*), pulôveres, cardigãs, coletes e artigos semelhantes, de malha."
"2201",Água,"Águas, incluindo as águas minerais, naturais ou artificiais, e as águas gaseificadas, não adicionadas de açúcar ou de outros edulcorantes nem aromatizadas, gelo e neve."
"5906",Tecidos Com Borracha,"Tecidos com borracha, exceto os da posição 59.02."
"7006",Vidros,"Vidro das posições 70.03, 70.04 ou 70.05, recurvado, biselado, gravado, brocado, esmaltado ou trabalhado de outro modo, mas não emoldurado nem associado a outras matérias.  "
"4504",Cortiça Aglomerada,Cortiça aglomerada (mesmo com aglutinantes) e suas obras.
"8537",Paineis E Suportes Para Comando Elétrico De Aparelhos,"Quadros, painéis, consoles, cabinas, armários e outros suportes com dois ou mais aparelhos das posições 85.35 ou 85.36, para comando elétrico ou distribuição de energia elétrica, incluindo os que incorporem instrumentos ou aparelhos do Capítulo 90, bem como os aparelhos de comando numérico, exceto os aparelhos de comutação da posição 85.17."
"5303",Fibras Têxteis Liberianas,"Juta e outras fibras têxteis liberianas (exceto linho, cânhamo e rami), em bruto ou trabalhadas, mas não fiadas, estopas e desperdícios destas fibras (incluindo os desperdícios de fios e os fiapos)."
DE,PARA,PARA
"4901",Livro,"Livros, brochuras e impressos semelhantes, mesmo em folhas soltas."
"2853",Fosfeto,"Fosfetos, de constituição química definida ou não, exceto ferrofósforos, outros compostos inorgânicos (incluindo as águas destiladas ou de condutibilidade e águas de igual grau de pureza), ar líquido (incluindo o ar líquido cujos gases raros foram eliminados), ar comprimido, amálgamas, exceto de metais preciosos."
"5113",Tecidos De Pelos,Tecidos de pelos grosseiros ou de crina.
"0809","Damasco, Cereja E Similares","Damascos, cerejas, pêssegos (incluindo as nectarinas), ameixas e abrunhos, frescos."
"6812",Amianto Trabalhado,"Amianto trabalhado, em fibras, misturas à base de amianto ou à base de amianto e carbonato de magnésio, obras destas misturas ou de amianto (por exemplo, fios, tecidos, vestuário, chapéus e artigos de uso semelhante, calçado, juntas), mesmo armadas, exceto as das posições 68.11 ou 68.13."
"5902",Telas Para Pneumáticos,"Telas para pneumáticos fabricadas com fios de alta tenacidade de náilon ou de outras poliamidas, de poliésteres ou de raiom viscose."
"8484",Juntas,"Juntas metaloplásticas, jogos ou sortidos de juntas de composições diferentes, apresentados em bolsas, envelopes ou embalagens semelhantes, juntas de vedação mecânicas."
"6804",Mós E Artigos Semelhantes,"Mós e artigos semelhantes, sem armação, para moer, desfibrar, triturar, amolar, polir, retificar ou cortar, pedras para amolar ou para polir, manualmente, e suas partes, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerâmica, mesmo com partes de outras matérias."
NCM ,"",DESCRIÇÃO  (incluir no Tooltip do item)
"8483",Caixa De Trasmissão,"Árvores (veios) de transmissão (incluindo as árvores de cames e virabrequins (cambotas)) e manivelas, mancais (chumaceiras) e bronzes, engrenagens e rodas de fricção, eixos de esferas ou de roletes, redutores, multiplicadores, caixas de transmissão e variadores de velocidade, incluindo os conversores de torque (binários*), volantes e polias, incluindo as polias para cadernais, embreagens e dispositivos de acoplamento, incluindo as juntas de articulação."
"3105",Adubos Combinados,"Adubos (fertilizantes) minerais ou químicos, que contenham dois ou três dos seguintes elementos fertilizantes: nitrogênio (azoto), fósforo e potássio, outros adubos (fertilizantes), produtos do presente Capítulo apresentados em tabletes ou formas semelhantes, ou ainda em embalagens de peso bruto não superior a 10 kg."
"3407",Massas Ou Pastas Para Modelar,"Massas ou pastas para modelar, incluindo as próprias para recreação de crianças, ceras para odontologia apresentadas em sortidos, em embalagens para venda a retalho ou em plaquetas, ferraduras, bastonetes ou formas semelhantes, outras composições para odontologia à base de gesso."
"8545","Eletrodos, Escovas , Carvões Para Lâmpadas Ou Para Pilhas","Eletrodos de carvão, escovas de carvão, carvões para lâmpadas ou para pilhas e outros artigos de grafita ou de outro carvão, mesmo com metal, para usos elétricos."
"3818",Elementos Químicos Dopados,"Elementos químicos dopados, próprios para utilização em eletrônica, em forma de discos, wafers ou formas análogas, compostos químicos dopados, próprios para utilização em eletrônica."
"4417",Ferramentas De Madeira,"Ferramentas, armações e cabos, de ferramentas, de escovas e de vassouras, de madeira, formas, alargadeiras e esticadores, para calçado, de madeira."
"5603",Falsos Tecidos,"Falsos tecidos (tecidos não tecidos), mesmo impregnados, revestidos, recobertos ou estratificados."
"4407",Madeira Serrada,"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, lixada ou unida pelas extremidades, de espessura superior a 6 mm."
"0708",Legumes De Vagem,"Legumes de vagem, mesmo com vagem, frescos ou refrigerados."
"2206",Outras Bebidas Fermantadas,"Outras bebidas fermentadas (por exemplo, sidra, perada, hidromel, saquê), misturas de bebidas fermentadas e misturas de bebidas fermentadas com bebidas não alcoólicas, não especificadas nem compreendidas noutras posições."
"5601",Pastas (Ouates) De Matérias Têxteis,"Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates), fibras têxteis de comprimento não superior a 5 mm (tontisses), nós e bolotas (borbotos*) de matérias têxteis."
"8479",Outras Máquinas,"Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo."
"6914",Outras Obras De Cerâmica,Outras obras de cerâmica.
"0106",Outros Animais Vivos,Outros animais vivos.
"2915",Ácidos Monocarboxílicos Saturados,"Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos, seus derivados halogenados, sulfonados, nitrados ou nitrosados."
"2830",Sulfetos E Similares,"Sulfetos, polissulfetos, de constituição química definida ou não."
"6602",Sombrinhas e semelhantes,"Guarda-chuvas, sombrinhas, guarda-sóis, bengalas, bengalas-assentos, chicotes, e suas partes - Bengalas, bengalas-assentos, chicotes, pingalins e artigos semelhantes."
"6405",Outro Calçado,Outro calçado.
"3030",Carnes De Peixes Congeladas,"Peixes congelados, exceto os filés (filetes) de peixes e outra carne de peixes da posição 03.04."
"1302",Sucos E Extratos Vegetais,"Sucos e extratos vegetais, matérias pécticas, pectinatos e pectatos, ágar-ágar e outros produtos mucilaginosos e espessantes, derivados dos vegetais, mesmo modificados."
